iteration,t,algo,divided,path_disparity
0,0,none,False,0.6463007525993796
0,0,RND,True,0.5599831537494714
0,0,MIRW,True,0.59284917855576
0,0,FFD,True,0.6329328386979869
0,0,KMeans,True,0.8688954807375859
0,100,none,False,0.689787506419358
0,100,RND,True,0.6377577385808848
0,100,MIRW,True,0.6594429934768758
0,100,FFD,True,0.6440793621051251
0,100,KMeans,True,0.7438971525506971
0,200,none,False,0.7934897662516026
0,200,RND,True,0.7084885526655221
0,200,MIRW,True,0.7167449077819491
0,200,FFD,True,0.736506218454748
0,200,KMeans,True,0.7421329411840064
0,300,none,False,0.7134265845625862
0,300,RND,True,0.6840086624389256
0,300,MIRW,True,0.6886167104883961
0,300,FFD,True,0.7080599805877089
0,300,KMeans,True,0.7348617656581649
0,400,none,False,0.6470778383989014
0,400,RND,True,0.6362699293519566
0,400,MIRW,True,0.65859500355166
0,400,FFD,True,0.6328411507729944
0,400,KMeans,True,0.6778467345393365
0,500,none,False,0.6151658048397648
0,500,RND,True,0.5865002747054887
0,500,MIRW,True,0.6011309227547998
0,500,FFD,True,0.6091551236428157
0,500,KMeans,True,0.6090744923750127
0,600,none,False,0.5332003414629515
0,600,RND,True,0.5757187572137967
0,600,MIRW,True,0.5342779005302964
0,600,FFD,True,0.5934969945099342
0,600,KMeans,True,0.5433695406654055
0,700,none,False,0.5014105173839478
0,700,RND,True,0.5429645675171832
0,700,MIRW,True,0.5140750559751397
0,700,FFD,True,0.5145469052218278
0,700,KMeans,True,0.5701015724810741
0,800,none,False,0.5715375125344521
0,800,RND,True,0.5496785250084884
0,800,MIRW,True,0.5447923593500087
0,800,FFD,True,0.5447985768483706
0,800,KMeans,True,0.6145551389901234
0,900,none,False,0.5517167120728524
0,900,RND,True,0.5468622875566285
0,900,MIRW,True,0.5371897228514876
0,900,FFD,True,0.5271974667329338
0,900,KMeans,True,0.576401311025371
0,1000,none,False,0.6311605747590506
0,1000,RND,True,0.5781938463644568
0,1000,MIRW,True,0.571424632919731
