iteration,t,algo,divided,path_redundancy
0,0,none,False,10.40763854218672
0,0,RND,True,11.311855670103093
0,0,MIRW,True,11.892265193370166
0,0,FFD,True,10.707988980716253
0,0,KMeans,True,2.5957066189624327
0,1800,none,False,12.343984023964055
0,1800,RND,True,12.572164948453608
0,1800,MIRW,True,12.328729281767956
0,1800,FFD,True,14.046831955922865
0,1800,KMeans,True,2.76386404293381
0,100,none,False,26.281414237935977
0,100,RND,True,24.230576441102755
0,100,MIRW,True,23.67282321899736
0,100,FFD,True,22.142105263157895
0,100,KMeans,True,3.3548387096774195
1,0,none,False,10.40763854218672
1,0,RND,True,11.311855670103093
1,0,MIRW,True,11.892265193370166
1,0,FFD,True,10.707988980716253
1,0,KMeans,True,2.5957066189624327
1,1800,none,False,12.343984023964055
1,1800,RND,True,12.572164948453608
1,1800,MIRW,True,12.328729281767956
1,1800,FFD,True,14.046831955922865
1,1800,KMeans,True,2.76386404293381
1,100,none,False,26.281414237935977
1,100,RND,True,24.230576441102755
1,100,MIRW,True,23.67282321899736
1,100,FFD,True,22.142105263157895
1,100,KMeans,True,3.3548387096774195
2,0,none,False,10.40763854218672
2,0,RND,True,11.311855670103093
2,0,MIRW,True,11.892265193370166
2,0,FFD,True,10.707988980716253
2,0,KMeans,True,2.5957066189624327
2,1800,none,False,12.343984023964055
2,1800,RND,True,12.572164948453608
2,1800,MIRW,True,12.328729281767956
2,1800,FFD,True,14.046831955922865
2,1800,KMeans,True,2.76386404293381
2,100,none,False,26.281414237935977
2,100,RND,True,24.230576441102755
2,100,MIRW,True,23.67282321899736
2,100,FFD,True,22.142105263157895
2,100,KMeans,True,3.3548387096774195
3,0,none,False,10.40763854218672
3,0,RND,True,11.311855670103093
3,0,MIRW,True,11.892265193370166
3,0,FFD,True,10.707988980716253
3,0,KMeans,True,2.5957066189624327
3,1800,none,False,12.343984023964055
3,1800,RND,True,12.572164948453608
3,1800,MIRW,True,12.328729281767956
3,1800,FFD,True,14.046831955922865
3,1800,KMeans,True,2.76386404293381
3,100,none,False,26.281414237935977
3,100,RND,True,24.230576441102755
3,100,MIRW,True,23.67282321899736
3,100,FFD,True,22.142105263157895
3,100,KMeans,True,3.3548387096774195
4,0,none,False,10.40763854218672
4,0,RND,True,11.311855670103093
4,0,MIRW,True,11.892265193370166
4,0,FFD,True,10.707988980716253
4,0,KMeans,True,2.5957066189624327
4,1800,none,False,12.343984023964055
4,1800,RND,True,12.572164948453608
4,1800,MIRW,True,12.328729281767956
4,1800,FFD,True,14.046831955922865
4,1800,KMeans,True,2.76386404293381
4,100,none,False,26.281414237935977
4,100,RND,True,24.230576441102755
4,100,MIRW,True,23.67282321899736
4,100,FFD,True,22.142105263157895
4,100,KMeans,True,3.3548387096774195
5,0,none,False,10.40763854218672
5,0,RND,True,11.311855670103093
5,0,MIRW,True,11.892265193370166
5,0,FFD,True,10.707988980716253
5,0,KMeans,True,2.5957066189624327
5,1800,none,False,12.343984023964055
5,1800,RND,True,12.572164948453608
5,1800,MIRW,True,12.328729281767956
5,1800,FFD,True,14.046831955922865
5,1800,KMeans,True,2.76386404293381
5,100,none,False,26.281414237935977
5,100,RND,True,24.230576441102755
5,100,MIRW,True,23.67282321899736
5,100,FFD,True,22.142105263157895
