x,iter,t,algo,rmse_force,rmse_clustering,rmse_size,ref_force,ref_clustering,ref_size,flux_ref,flux_div
2,0,1400,FFD,3.9329153968230357,0.01449611649833135,27.0,9.78,0.5417975109872404,50.0,489,3181
2,0,1400,KMeans,1.850360706599202,0.04018756064840692,3.0,9.78,0.5417975109872404,50.0,489,2461
2,0,1500,RND,5.588878939609705,0.08505784918081051,3.0,10.7,0.5396075422864628,50.0,535,2461
2,0,1500,MIRW,4.694209198576475,0.0679003297802263,0.0,10.7,0.5396075422864628,50.0,535,2452
2,0,1500,FFD,6.057969220022394,0.04838452278779971,36.0,10.7,0.5396075422864628,50.0,535,3748
2,0,1500,KMeans,3.7225185640153295,0.0633149730470028,17.0,10.7,0.5396075422864628,50.0,535,2741
2,0,1600,RND,4.751542626646361,0.08888305096950445,3.0,10.0,0.5189600838020207,50.0,500,2461
2,0,1600,MIRW,4.010486254807514,0.020079404528434115,0.0,10.0,0.5189600838020207,50.0,500,2452
2,0,1600,FFD,4.519160782169049,0.07439588603176137,16.0,10.0,0.5189600838020207,50.0,500,2708
2,0,1600,KMeans,1.7354007391684392,0.021228387390423594,4.0,10.0,0.5189600838020207,50.0,500,2468
2,0,1700,RND,4.742839924401547,0.02478954526678005,3.0,9.72,0.4769674181817943,50.0,486,2461
2,0,1700,MIRW,4.507504853020128,0.04132606571910953,0.0,9.72,0.4769674181817943,50.0,486,2452
2,0,1700,FFD,2.4428809794529447,0.06932022763852116,15.0,9.72,0.4769674181817943,50.0,486,2677
2,0,1700,KMeans,1.7555446028961028,0.01967263099501124,6.0,9.72,0.4769674181817943,50.0,486,2488
2,1,0,RND,4.312313236585447,0.03226370179112898,3.0,8.54,0.47772946676870487,50.0,427,2461
2,1,0,MIRW,2.7206616842231592,0.06918715571743471,0.0,8.54,0.47772946676870487,50.0,427,2452
2,1,0,FFD,1.5444159719182269,0.07190049479572323,11.0,8.54,0.47772946676870487,50.0,427,2573
2,1,0,KMeans,1.7708669317561376,0.027658989376611067,7.0,8.54,0.47772946676870487,50.0,427,2501
2,1,100,RND,4.85576494116537,0.04756196409264744,3.0,9.38,0.5327855622862353,50.0,469,2461
2,1,100,MIRW,4.844336899927585,0.0441691560899007,0.0,9.38,0.5327855622862353,50.0,469,2452
2,1,100,FFD,2.464040042880481,0.05899157670150457,4.0,9.38,0.5327855622862353,50.0,469,2468
2,1,100,KMeans,2.318137354057281,0.028980413507447365,8.0,9.38,0.5327855622862353,50.0,469,2516
2,1,200,RND,5.043628230407974,0.09018640343161391,3.0,10.12,0.5672777792345702,50.0,506,2461
2,1,200,MIRW,2.876803781977491,0.024313341157603786,0.0,10.12,0.5672777792345702,50.0,506,2452
2,1,200,FFD,4.0379815913046855,0.10675972990550398,19.0,10.12,0.5672777792345702,50.0,506,2813
2,1,200,KMeans,1.571809278295672,0.023862821377671116,1.0,10.12,0.5672777792345702,50.0,506,2453
2,1,300,RND,5.191856330839031,0.0738718153655442,3.0,10.08,0.5372243121702335,50.0,504,2461
2,1,300,MIRW,4.678888756959285,0.014689693070817727,0.0,10.08,0.5372243121702335,50.0,504,2452
2,1,300,FFD,3.6638279129924833,0.05975342950148388,5.0,10.08,0.5372243121702335,50.0,504,2477
2,1,300,KMeans,1.4604978495397296,0.03593876813804933,1.0,10.08,0.5372243121702335,50.0,504,2453
2,1,400,RND,4.701662656371233,0.15386856836368557,3.0,8.86,0.5695468730615789,50.0,443,2461
2,1,400,MIRW,3.7194085551334637,0.09554984048406141,0.0,8.86,0.5695468730615789,50.0,443,2452
2,1,400,FFD,3.679146964983556,0.101050741962166,6.0,8.86,0.5695468730615789,50.0,443,2488
2,1,400,KMeans,2.7639975757442263,0.009310297226175362,15.0,8.86,0.5695468730615789,50.0,443,2677
2,1,500,RND,4.062135854019252,0.05067147184341721,3.0,7.84,0.5500435978709972,50.0,392,2461
2,1,500,MIRW,3.5164755082326393,0.046396789136010835,0.0,7.84,0.5500435978709972,50.0,392,2452
2,1,500,FFD,2.930231662577531,0.06222823488930648,22.0,7.84,0.5500435978709972,50.0,392,2936
2,1,500,KMeans,2.843050862029997,0.06529134263417453,14.0,7.84,0.5500435978709972,50.0,392,2648
2,1,600,RND,3.583038164805025,0.0158802686137668,3.0,6.82,0.4832363682069565,50.0,341,2461
2,1,600,MIRW,3.2815240361758744,0.03492436152199311,0.0,6.82,0.4832363682069565,50.0,341,2452
2,1,600,FFD,3.121227752730024,0.07506643887949689,7.0,6.82,0.4832363682069565,50.0,341,2501
2,1,600,KMeans,1.5058552387264856,0.03720688261469739,0.0,6.82,0.4832363682069565,50.0,341,2452
2,1,700,RND,2.735082031041044,0.07510291392872998,3.0,5.76,0.43530494342259046,50.0,288,2461
2,1,700,MIRW,2.09093280618962,0.012863104935691587,0.0,5.76,0.43530494342259046,50.0,288,2452
2,1,700,FFD,1.8592100579658513,0.02585505387147546,3.0,5.76,0.43530494342259046,50.0,288,2461
2,1,700,KMeans,1.2,0.027524100153580203,0.0,5.76,0.43530494342259046,50.0,288,2452
2,1,800,RND,2.4202194772362935,0.08289787911943582,3.0,5.36,0.4420931290931291,50.0,268,2461
2,1,800,MIRW,2.1512786895239775,0.09812722971149992,0.0,5.36,0.4420931290931291,50.0,268,2452
2,1,800,FFD,2.144856494934028,0.10821355154778015,17.0,5.36,0.4420931290931291,50.0,268,2741
2,1,800,KMeans,1.2930134326542095,0.03077764881737486,1.0,5.36,0.4420931290931291,50.0,268,2453
2,1,900,RND,2.3395093683445647,0.03498695621746298,3.0,5.48,0.4282320392026274,50.0,274,2461
2,1,900,MIRW,2.2351733713517623,0.09478285467343181,0.0,5.48,0.4282320392026274,50.0,274,2452
2,1,900,FFD,2.8146655482952734,0.09680403268179474,38.0,5.48,0.4282320392026274,50.0,274,3896
2,1,900,KMeans,1.5458684968420022,0.09204944445002847,4.0,5.48,0.4282320392026274,50.0,274,2468
2,1,1000,RND,2.6850653242784084,0.05833160189418663,3.0,5.86,0.44649213205095556,50.0,293,2461
2,1,1000,MIRW,2.1865955272980875,0.028306427538757856,0.0,5.86,0.44649213205095556,50.0,293,2452
2,1,1000,FFD,1.9075540773961113,0.03865181852798182,11.0,5.86,0.44649213205095556,50.0,293,2573
2,1,1000,KMeans,1.8089504031523909,0.060461612208137595,5.0,5.86,0.44649213205095556,50.0,293,2477
2,1,1100,RND,3.2132610858746866,0.10830533243582997,3.0,6.4,0.4562165631925694,50.0,320,2461
2,1,1100,MIRW,2.7124896313165885,0.0972185502223584,0.0,6.4,0.4562165631925694,50.0,320,2452
2,1,1100,FFD,2.5118693035354007,0.04185212448556651,33.0,6.4,0.4562165631925694,50.0,320,3541
2,1,1100,KMeans,1.9696264263811751,0.08194415392826725,1.0,6.4,0.4562165631925694,50.0,320,2453
2,1,1200,RND,3.633502288553948,0.05682633056820459,3.0,7.24,0.44004855498818335,50.0,362,2461
2,1,1200,MIRW,2.8285685425670706,0.018007042339323324,0.0,7.24,0.44004855498818335,50.0,362,2452
2,1,1200,FFD,4.130192354950177,0.06819055987834304,40.0,7.24,0.44004855498818335,50.0,362,4052
2,1,1200,KMeans,3.5198871050616374,0.14391160695199084,26.0,7.24,0.44004855498818335,50.0,362,3128
2,1,1300,RND,4.576054910254694,0.07024749461391448,3.0,8.84,0.49128788847741606,50.0,442,2461
2,1,1300,MIRW,4.110863656216295,0.03911691981698817,0.0,8.84,0.49128788847741606,50.0,442,2452
2,1,1300,FFD,4.5853693438499805,0.11243638083224648,39.0,8.84,0.49128788847741606,50.0,442,3973
2,1,1300,KMeans,2.303595023625704,0.03269024514915021,2.0,8.84,0.49128788847741606,50.0,442,2456
2,1,1400,RND,5.086649618939548,0.08824095192447366,3.0,9.78,0.5417975109872404,50.0,489,2461
2,1,1400,MIRW,4.891829923454003,0.050463596389365754,0.0,9.78,0.5417975109872404,50.0,489,2452
2,1,1400,FFD,4.936407923114843,0.04212637075718,35.0,9.78,0.5417975109872404,50.0,489,3677
2,1,1400,KMeans,1.850360706599202,0.04018756064840692,3.0,9.78,0.5417975109872404,50.0,489,2461
2,1,1500,RND,5.588878939609705,0.08505784918081051,3.0,10.7,0.5396075422864628,50.0,535,2461
2,1,1500,MIRW,4.694209198576475,0.0679003297802263,0.0,10.7,0.5396075422864628,50.0,535,2452
2,1,1500,FFD,6.0232918463483225,0.04958129904979188,39.0,10.7,0.5396075422864628,50.0,535,3973
2,1,1500,KMeans,3.7225185640153295,0.0633149730470028,17.0,10.7,0.5396075422864628,50.0,535,2741
2,1,1600,RND,4.751542626646361,0.08888305096950445,3.0,10.0,0.5189600838020207,50.0,500,2461
2,1,1600,MIRW,4.010486254807514,0.020079404528434115,0.0,10.0,0.5189600838020207,50.0,500,2452
2,1,1600,FFD,4.134653950321088,0.05598944548896845,37.0,10.0,0.5189600838020207,50.0,500,3821
2,1,1600,KMeans,1.7354007391684392,0.021228387390423594,4.0,10.0,0.5189600838020207,50.0,500,2468
2,1,1700,RND,4.742839924401547,0.02478954526678005,3.0,9.72,0.4769674181817943,50.0,486,2461
2,1,1700,MIRW,4.507504853020128,0.04132606571910953,0.0,9.72,0.4769674181817943,50.0,486,2452
2,1,1700,FFD,3.708666280126774,0.019321879391536574,9.0,9.72,0.4769674181817943,50.0,486,2533
2,1,1700,KMeans,1.7555446028961028,0.01967263099501124,6.0,9.72,0.4769674181817943,50.0,486,2488
2,2,0,RND,4.312313236585447,0.03226370179112898,3.0,8.54,0.47772946676870487,50.0,427,2461
2,2,0,MIRW,2.7206616842231592,0.06918715571743471,0.0,8.54,0.47772946676870487,50.0,427,2452
2,2,0,FFD,2.014569157137299,0.04743463529822388,10.0,8.54,0.47772946676870487,50.0,427,2552
2,2,0,KMeans,1.7708669317561376,0.027658989376611067,7.0,8.54,0.47772946676870487,50.0,427,2501
2,2,100,RND,4.85576494116537,0.04756196409264744,3.0,9.38,0.5327855622862353,50.0,469,2461
2,2,100,MIRW,4.844336899927585,0.0441691560899007,0.0,9.38,0.5327855622862353,50.0,469,2452
2,2,100,FFD,2.0414079764588062,0.01835825571241295,1.0,9.38,0.5327855622862353,50.0,469,2453
2,2,100,KMeans,2.318137354057281,0.028980413507447365,8.0,9.38,0.5327855622862353,50.0,469,2516
2,2,200,RND,5.043628230407974,0.09018640343161391,3.0,10.12,0.5672777792345702,50.0,506,2461
2,2,200,MIRW,2.876803781977491,0.024313341157603786,0.0,10.12,0.5672777792345702,50.0,506,2452
2,2,200,FFD,3.602854910598377,0.1072112736112153,15.0,10.12,0.5672777792345702,50.0,506,2677
2,2,200,KMeans,1.7760572510595425,0.04362633123389189,4.0,10.12,0.5672777792345702,50.0,506,2468
2,2,300,RND,5.191856330839031,0.0738718153655442,3.0,10.08,0.5372243121702335,50.0,504,2461
2,2,300,MIRW,4.678888756959285,0.014689693070817727,0.0,10.08,0.5372243121702335,50.0,504,2452
2,2,300,FFD,3.876352402741961,0.04747356191303907,7.0,10.08,0.5372243121702335,50.0,504,2501
2,2,300,KMeans,1.4604978495397296,0.03593876813804933,1.0,10.08,0.5372243121702335,50.0,504,2453
2,2,400,RND,4.701662656371233,0.15386856836368557,3.0,8.86,0.5695468730615789,50.0,443,2461
2,2,400,MIRW,3.7194085551334637,0.09554984048406141,0.0,8.86,0.5695468730615789,50.0,443,2452
2,2,400,FFD,2.8275298475135933,0.06280863630092244,14.0,8.86,0.5695468730615789,50.0,443,2648
2,2,400,KMeans,2.7639975757442263,0.009310297226175362,15.0,8.86,0.5695468730615789,50.0,443,2677
2,2,500,RND,4.062135854019252,0.05067147184341721,3.0,7.84,0.5500435978709972,50.0,392,2461
2,2,500,MIRW,3.5164755082326393,0.046396789136010835,0.0,7.84,0.5500435978709972,50.0,392,2452
2,2,500,FFD,2.7049625177111456,0.030453264699769392,10.0,7.84,0.5500435978709972,50.0,392,2552
2,2,500,KMeans,2.843050862029997,0.06529134263417453,14.0,7.84,0.5500435978709972,50.0,392,2648
2,2,600,RND,3.583038164805025,0.0158802686137668,3.0,6.82,0.4832363682069565,50.0,341,2461
2,2,600,MIRW,3.2815240361758744,0.03492436152199311,0.0,6.82,0.4832363682069565,50.0,341,2452
2,2,600,FFD,2.915072128951684,0.016441685854269035,12.0,6.82,0.4832363682069565,50.0,341,2596
2,2,600,KMeans,1.5058552387264856,0.03720688261469739,0.0,6.82,0.4832363682069565,50.0,341,2452
2,2,700,RND,2.735082031041044,0.07510291392872998,3.0,5.76,0.43530494342259046,50.0,288,2461
2,2,700,MIRW,2.09093280618962,0.012863104935691587,0.0,5.76,0.43530494342259046,50.0,288,2452
2,2,700,FFD,1.0307393242079235,0.135729559864172,32.0,5.76,0.43530494342259046,50.0,288,3476
2,2,700,KMeans,1.2,0.027524100153580203,0.0,5.76,0.43530494342259046,50.0,288,2452
2,2,800,RND,2.4202194772362935,0.08289787911943582,3.0,5.36,0.4420931290931291,50.0,268,2461
2,2,800,MIRW,2.1512786895239775,0.09812722971149992,0.0,5.36,0.4420931290931291,50.0,268,2452
2,2,800,FFD,1.6849087322614593,0.047377920434897906,8.0,5.36,0.4420931290931291,50.0,268,2516
2,2,800,KMeans,1.2930134326542095,0.03077764881737486,1.0,5.36,0.4420931290931291,50.0,268,2453
2,2,900,RND,2.3395093683445647,0.03498695621746298,3.0,5.48,0.4282320392026274,50.0,274,2461
2,2,900,MIRW,2.2351733713517623,0.09478285467343181,0.0,5.48,0.4282320392026274,50.0,274,2452
2,2,900,FFD,2.462664999371392,0.02321014490910928,39.0,5.48,0.4282320392026274,50.0,274,3973
2,2,900,KMeans,1.5458684968420022,0.09204944445002847,4.0,5.48,0.4282320392026274,50.0,274,2468
2,2,1000,RND,2.6850653242784084,0.05833160189418663,3.0,5.86,0.44649213205095556,50.0,293,2461
2,2,1000,MIRW,2.1865955272980875,0.028306427538757856,0.0,5.86,0.44649213205095556,50.0,293,2452
2,2,1000,FFD,1.6913488709422988,0.06494929299800034,16.0,5.86,0.44649213205095556,50.0,293,2708
2,2,1000,KMeans,1.8089504031523909,0.060461612208137595,5.0,5.86,0.44649213205095556,50.0,293,2477
2,2,1100,RND,3.2132610858746866,0.10830533243582997,3.0,6.4,0.4562165631925694,50.0,320,2461
2,2,1100,MIRW,2.7124896313165885,0.0972185502223584,0.0,6.4,0.4562165631925694,50.0,320,2452
2,2,1100,FFD,2.420743687382041,0.0990712331771555,24.0,6.4,0.4562165631925694,50.0,320,3028
2,2,1100,KMeans,1.9696264263811751,0.08194415392826725,1.0,6.4,0.4562165631925694,50.0,320,2453
2,2,1200,RND,3.633502288553948,0.05682633056820459,3.0,7.24,0.44004855498818335,50.0,362,2461
2,2,1200,MIRW,2.8285685425670706,0.018007042339323324,0.0,7.24,0.44004855498818335,50.0,362,2452
2,2,1200,FFD,4.066725660328205,0.003328832389921701,34.0,7.24,0.44004855498818335,50.0,362,3608
2,2,1200,KMeans,3.5198871050616374,0.14391160695199084,26.0,7.24,0.44004855498818335,50.0,362,3128
2,2,1300,RND,4.576054910254694,0.07024749461391448,3.0,8.84,0.49128788847741606,50.0,442,2461
2,2,1300,MIRW,4.110863656216295,0.03911691981698817,0.0,8.84,0.49128788847741606,50.0,442,2452
2,2,1300,FFD,4.664170761120232,0.09097439681594702,25.0,8.84,0.49128788847741606,50.0,442,3077
2,2,1300,KMeans,2.303595023625704,0.03269024514915021,2.0,8.84,0.49128788847741606,50.0,442,2456
2,2,1400,RND,5.086649618939548,0.08824095192447366,3.0,9.78,0.5417975109872404,50.0,489,2461
2,2,1400,MIRW,4.891829923454003,0.050463596389365754,0.0,9.78,0.5417975109872404,50.0,489,2452
2,2,1400,FFD,5.029898108018011,0.07081020085652695,38.0,9.78,0.5417975109872404,50.0,489,3896
2,2,1400,KMeans,1.850360706599202,0.04018756064840692,3.0,9.78,0.5417975109872404,50.0,489,2461
2,2,1500,RND,5.588878939609705,0.08505784918081051,3.0,10.7,0.5396075422864628,50.0,535,2461
2,2,1500,MIRW,4.694209198576475,0.0679003297802263,0.0,10.7,0.5396075422864628,50.0,535,2452
2,2,1500,FFD,6.1610985873031705,0.18130330317434437,40.0,10.7,0.5396075422864628,50.0,535,4052
2,2,1500,KMeans,3.7225185640153295,0.0633149730470028,17.0,10.7,0.5396075422864628,50.0,535,2741
2,2,1600,RND,4.751542626646361,0.08888305096950445,3.0,10.0,0.5189600838020207,50.0,500,2461
2,2,1600,MIRW,4.010486254807514,0.020079404528434115,0.0,10.0,0.5189600838020207,50.0,500,2452
2,2,1600,FFD,5.028788093493791,0.1642153699730709,32.0,10.0,0.5189600838020207,50.0,500,3476
2,2,1600,KMeans,1.7354007391684392,0.021228387390423594,4.0,10.0,0.5189600838020207,50.0,500,2468
2,2,1700,RND,4.742839924401547,0.02478954526678005,3.0,9.72,0.4769674181817943,50.0,486,2461
2,2,1700,MIRW,4.507504853020128,0.04132606571910953,0.0,9.72,0.4769674181817943,50.0,486,2452
2,2,1700,FFD,3.3559830485600233,0.041506286929173686,10.0,9.72,0.4769674181817943,50.0,486,2552
2,2,1700,KMeans,1.7555446028961028,0.01967263099501124,6.0,9.72,0.4769674181817943,50.0,486,2488
2,3,0,RND,4.312313236585447,0.03226370179112898,3.0,8.54,0.47772946676870487,50.0,427,2461
2,3,0,MIRW,2.7206616842231592,0.06918715571743471,0.0,8.54,0.47772946676870487,50.0,427,2452
2,3,0,FFD,1.7202115802968285,0.028344035276445193,12.0,8.54,0.47772946676870487,50.0,427,2596
2,3,0,KMeans,1.7708669317561376,0.027658989376611067,7.0,8.54,0.47772946676870487,50.0,427,2501
2,3,100,RND,4.85576494116537,0.04756196409264744,3.0,9.38,0.5327855622862353,50.0,469,2461
2,3,100,MIRW,4.844336899927585,0.0441691560899007,0.0,9.38,0.5327855622862353,50.0,469,2452
2,3,100,FFD,2.749079564923008,0.047292739740250125,1.0,9.38,0.5327855622862353,50.0,469,2453
2,3,100,KMeans,2.318137354057281,0.028980413507447365,8.0,9.38,0.5327855622862353,50.0,469,2516
2,3,200,RND,5.043628230407974,0.09018640343161391,3.0,10.12,0.5672777792345702,50.0,506,2461
2,3,200,MIRW,2.876803781977491,0.024313341157603786,0.0,10.12,0.5672777792345702,50.0,506,2452
2,3,200,FFD,4.096794528178166,0.07056251495210099,23.0,10.12,0.5672777792345702,50.0,506,2981
2,3,200,KMeans,1.571809278295672,0.023862821377671116,1.0,10.12,0.5672777792345702,50.0,506,2453
2,3,300,RND,5.191856330839031,0.0738718153655442,3.0,10.08,0.5372243121702335,50.0,504,2461
2,3,300,MIRW,4.678888756959285,0.014689693070817727,0.0,10.08,0.5372243121702335,50.0,504,2452
2,3,300,FFD,3.498565973695059,0.04712311024668053,7.0,10.08,0.5372243121702335,50.0,504,2501
2,3,300,KMeans,1.4604978495397296,0.03593876813804933,1.0,10.08,0.5372243121702335,50.0,504,2453
2,3,400,RND,4.701662656371233,0.15386856836368557,3.0,8.86,0.5695468730615789,50.0,443,2461
2,3,400,MIRW,3.7194085551334637,0.09554984048406141,0.0,8.86,0.5695468730615789,50.0,443,2452
2,3,400,FFD,4.75211273408622,0.13768536182216862,29.0,8.86,0.5695468730615789,50.0,443,3293
2,3,400,KMeans,2.7639975757442263,0.009310297226175362,15.0,8.86,0.5695468730615789,50.0,443,2677
2,3,500,RND,4.062135854019252,0.05067147184341721,3.0,7.84,0.5500435978709972,50.0,392,2461
2,3,500,MIRW,3.5164755082326393,0.046396789136010835,0.0,7.84,0.5500435978709972,50.0,392,2452
2,3,500,FFD,2.8181194253127626,0.04840519708488152,23.0,7.84,0.5500435978709972,50.0,392,2981
2,3,500,KMeans,2.843050862029997,0.06529134263417453,14.0,7.84,0.5500435978709972,50.0,392,2648
2,3,600,RND,3.583038164805025,0.0158802686137668,3.0,6.82,0.4832363682069565,50.0,341,2461
2,3,600,MIRW,3.2815240361758744,0.03492436152199311,0.0,6.82,0.4832363682069565,50.0,341,2452
2,3,600,FFD,3.1978654141224183,0.059194032069780515,16.0,6.82,0.4832363682069565,50.0,341,2708
2,3,600,KMeans,1.5058552387264856,0.03720688261469739,0.0,6.82,0.4832363682069565,50.0,341,2452
2,3,700,RND,2.735082031041044,0.07510291392872998,3.0,5.76,0.43530494342259046,50.0,288,2461
2,3,700,MIRW,2.09093280618962,0.012863104935691587,0.0,5.76,0.43530494342259046,50.0,288,2452
2,3,700,FFD,1.1965529193850515,0.05876045379288165,10.0,5.76,0.43530494342259046,50.0,288,2552
2,3,700,KMeans,1.2,0.027524100153580203,0.0,5.76,0.43530494342259046,50.0,288,2452
2,3,800,RND,2.4202194772362935,0.08289787911943582,3.0,5.36,0.4420931290931291,50.0,268,2461
2,3,800,MIRW,2.1512786895239775,0.09812722971149992,0.0,5.36,0.4420931290931291,50.0,268,2452
2,3,800,FFD,1.899738093327821,0.09392728986324556,3.0,5.36,0.4420931290931291,50.0,268,2461
2,3,800,KMeans,1.2930134326542095,0.03077764881737486,1.0,5.36,0.4420931290931291,50.0,268,2453
2,3,900,RND,2.3395093683445647,0.03498695621746298,3.0,5.48,0.4282320392026274,50.0,274,2461
2,3,900,MIRW,2.2351733713517623,0.09478285467343181,0.0,5.48,0.4282320392026274,50.0,274,2452
2,3,900,FFD,2.351954051374482,0.06948519248944407,37.0,5.48,0.4282320392026274,50.0,274,3821
